date_index,product,price,competitor_price,marketing_spend,visibility_index,units_sold,revenue,profit,unit_cost
46,AlphaWatch,66.76,48.58,40.67,1.015,0,0.0,0.0,40
47,AlphaWatch,69.88,67.85,41.83,1.048,2,139.76,59.76,40
48,AlphaWatch,81.62,55.37,27.36,0.57,1,81.62,41.62,40
49,AlphaWatch,70.12,80.87,61.48,1.375,4,280.46,120.46,40
50,AlphaWatch,53.38,55.37,7.94,1.119,1,53.38,13.38,40
51,AlphaWatch,69.54,86.01,67.67,1.385,2,139.08,59.08,40
52,AlphaWatch,68.51,71.69,28.58,0.616,4,274.05,114.05,40
53,AlphaWatch,60.62,67.34,7.48,1.321,4,242.47,82.47,40
54,AlphaWatch,91.99,71.56,28.0,1.413,0,0.0,0.0,40
55,AlphaWatch,76.04,61.95,61.78,0.643,1,76.04,36.04,40
56,AlphaWatch,63.74,78.26,30.56,1.334,4,254.94,94.94,40
57,AlphaWatch,67.48,62.4,95.95,0.911,12,809.71,329.71,40
58,AlphaWatch,74.07,80.97,14.45,0.571,3,222.21,102.21,40
59,AlphaWatch,93.2,71.63,15.72,1.219,4,372.78,212.78,40
60,AlphaWatch,103.2,82.93,19.96,1.007,0,0.0,0.0,40
61,AlphaWatch,88.32,85.66,19.87,1.071,4,353.27,193.27,40
62,AlphaWatch,62.65,74.46,28.5,1.487,3,187.95,67.95,40
63,AlphaWatch,87.11,54.2,42.94,0.553,4,348.43,188.43,40
64,AlphaWatch,111.02,100.89,60.33,0.698,2,222.03,142.03,40
65,AlphaWatch,77.97,86.28,55.72,0.979,6,467.81,227.81,40
66,AlphaWatch,74.27,88.29,14.83,0.959,3,222.82,102.82,40
67,AlphaWatch,103.33,81.13,13.84,0.642,2,206.65,126.65,40
68,AlphaWatch,74.09,55.66,35.13,0.811,5,370.44,170.44,40
69,AlphaWatch,75.67,85.93,17.35,0.601,2,151.35,71.35,40
70,AlphaWatch,100.07,82.28,6.79,1.239,5,500.34,300.34,40
71,AlphaWatch,83.06,76.22,39.39,0.897,5,415.31,215.31,40
72,AlphaWatch,69.09,65.19,38.62,0.661,1,69.09,29.09,40
73,AlphaWatch,56.06,63.35,51.37,0.673,9,504.53,144.53,40
74,AlphaWatch,96.89,66.58,63.88,0.642,5,484.45,284.45,40
75,AlphaWatch,80.8,83.48,15.23,1.36,3,242.4,122.4,40
76,AlphaWatch,81.11,79.15,48.44,1.395,0,0.0,0.0,40
77,AlphaWatch,73.13,65.49,27.99,1.386,2,146.25,66.25,40
78,AlphaWatch,73.15,69.96,45.26,0.62,5,365.76,165.76,40
79,AlphaWatch,75.98,99.72,19.14,1.45,2,151.97,71.97,40
80,AlphaWatch,72.6,80.25,26.01,0.815,1,72.6,32.6,40
81,AlphaWatch,57.94,59.41,59.91,0.933,6,347.64,107.64,40
82,AlphaWatch,79.18,71.4,36.41,1.063,1,79.18,39.18,40
83,AlphaWatch,89.92,91.38,37.34,1.257,4,359.69,199.69,40
84,AlphaWatch,86.32,84.27,30.36,1.253,6,517.92,277.92,40
85,AlphaWatch,89.31,88.25,8.53,1.046,0,0.0,0.0,40
86,AlphaWatch,81.65,67.62,21.51,0.624,1,81.65,41.65,40
87,AlphaWatch,80.24,82.09,12.26,0.86,3,240.71,120.71,40
88,AlphaWatch,87.2,83.05,14.14,1.258,1,87.2,47.2,40
89,AlphaWatch,83.45,65.19,16.7,1.258,3,250.36,130.36,40
90,AlphaWatch,88.63,76.59,43.98,0.523,0,0.0,0.0,40
91,AlphaWatch,56.67,54.32,43.07,1.308,9,510.07,150.07,40
92,AlphaWatch,92.83,99.49,44.99,0.567,1,92.83,52.83,40
93,AlphaWatch,64.93,80.85,58.17,1.196,11,714.25,274.25,40
94,AlphaWatch,82.1,71.57,46.45,1.274,7,574.72,294.72,40
95,AlphaWatch,100.6,93.04,23.88,1.36,1,100.6,60.6,40
96,AlphaWatch,56.54,48.35,18.89,0.943,6,339.21,99.21,40
97,AlphaWatch,78.55,59.48,39.62,0.822,5,392.75,192.75,40
98,AlphaWatch,66.45,64.14,11.2,1.361,3,199.34,79.34,40
99,AlphaWatch,61.91,57.01,31.35,0.569,6,371.46,131.46,40
100,AlphaWatch,102.69,91.26,33.96,1.065,1,102.69,62.69,40
101,AlphaWatch,88.52,89.93,30.78,1.029,3,265.56,145.56,40
102,AlphaWatch,69.81,56.01,16.28,0.798,2,139.61,59.61,40
103,AlphaWatch,69.48,76.75,42.96,1.173,5,347.39,147.39,40
104,AlphaWatch,60.93,65.77,23.43,0.957,7,426.53,146.53,40
105,AlphaWatch,77.12,50.18,10.46,0.918,1,77.12,37.12,40
106,AlphaWatch,92.87,67.96,70.64,1.306,3,278.6,158.6,40
107,AlphaWatch,55.72,48.93,69.05,1.338,8,445.78,125.78,40
108,AlphaWatch,90.2,74.01,50.82,1.28,5,451.01,251.01,40
109,AlphaWatch,72.22,77.88,27.84,1.133,6,433.33,193.33,40
110,AlphaWatch,77.57,56.54,20.36,1.18,6,465.43,225.43,40
111,AlphaWatch,72.98,59.5,43.27,1.142,5,364.91,164.91,40
112,AlphaWatch,77.88,105.75,21.0,1.064,2,155.76,75.76,40
113,AlphaWatch,72.16,58.87,26.9,0.847,2,144.33,64.33,40
114,AlphaWatch,83.17,68.61,57.84,0.859,1,83.17,43.17,40
115,AlphaWatch,87.46,78.34,75.39,1.047,4,349.83,189.83,40
116,AlphaWatch,56.29,64.14,31.83,0.6,2,112.58,32.58,40
117,AlphaWatch,83.42,85.07,9.16,1.23,2,166.85,86.85,40
118,AlphaWatch,86.32,51.97,2.86,0.715,2,172.65,92.65,40
119,AlphaWatch,71.7,90.04,14.44,1.168,5,358.48,158.48,40
120,AlphaWatch,93.45,82.86,54.23,1.397,4,373.81,213.81,40
121,AlphaWatch,55.8,64.29,81.19,1.368,6,334.82,94.82,40
122,AlphaWatch,89.46,51.12,43.69,1.118,5,447.31,247.31,40
123,AlphaWatch,68.74,63.51,27.83,1.066,5,343.7,143.7,40
124,AlphaWatch,94.62,89.48,32.2,0.882,3,283.87,163.87,40
125,AlphaWatch,71.67,76.66,7.31,1.255,3,215.01,95.01,40
126,AlphaWatch,72.19,64.41,40.92,0.615,6,433.12,193.12,40
127,AlphaWatch,81.28,97.64,52.74,0.543,2,162.57,82.57,40
128,AlphaWatch,67.77,75.43,42.36,0.973,3,203.32,83.32,40
129,AlphaWatch,80.38,64.34,57.31,1.254,3,241.14,121.14,40
130,AlphaWatch,94.04,79.33,34.76,1.122,0,0.0,0.0,40
131,AlphaWatch,76.04,85.25,5.79,0.511,2,152.09,72.09,40
132,AlphaWatch,86.42,96.26,25.84,0.613,3,259.25,139.25,40
133,AlphaWatch,90.37,90.85,10.23,0.566,1,90.37,50.37,40
134,AlphaWatch,63.91,66.79,14.58,0.635,2,127.83,47.83,40
135,AlphaWatch,98.78,86.87,31.83,0.666,2,197.57,117.57,40
136,AlphaWatch,72.77,62.38,15.98,1.402,6,436.61,196.61,40
137,AlphaWatch,87.55,77.84,11.79,0.981,2,175.09,95.09,40
138,AlphaWatch,105.03,91.48,25.75,0.858,5,525.16,325.16,40
139,AlphaWatch,69.35,64.77,16.72,0.87,6,416.11,176.11,40
140,AlphaWatch,89.67,100.71,33.48,1.074,5,448.34,248.34,40
141,AlphaWatch,95.19,83.59,88.65,1.12,4,380.74,220.74,40
142,AlphaWatch,96.58,91.76,50.85,1.466,5,482.89,282.89,40
143,AlphaWatch,81.34,89.66,10.82,0.738,4,325.36,165.36,40
144,AlphaWatch,71.47,88.11,70.07,1.339,6,428.81,188.81,40
145,AlphaWatch,70.18,81.17,5.68,0.693,3,210.55,90.55,40
146,AlphaWatch,65.04,53.45,9.39,0.809,1,65.04,25.04,40
147,AlphaWatch,94.77,80.23,24.63,1.405,0,0.0,0.0,40
148,AlphaWatch,91.29,56.07,75.76,0.836,0,0.0,0.0,40
149,AlphaWatch,66.02,68.14,16.62,0.781,3,198.06,78.06,40
150,AlphaWatch,90.14,83.62,19.25,0.586,2,180.27,100.27,40
151,AlphaWatch,84.2,103.35,31.58,1.35,1,84.2,44.2,40
152,AlphaWatch,90.91,89.54,8.25,0.539,5,454.56,254.56,40
153,AlphaWatch,72.52,88.9,13.59,1.162,3,217.56,97.56,40
154,AlphaWatch,88.69,92.27,3.24,0.565,0,0.0,0.0,40
155,AlphaWatch,107.65,92.6,21.05,0.938,1,107.65,67.65,40
156,AlphaWatch,104.35,98.95,27.93,1.238,1,104.35,64.35,40
157,AlphaWatch,92.3,77.21,47.92,0.592,1,92.3,52.3,40
158,AlphaWatch,79.7,76.14,15.64,1.078,2,159.39,79.39,40
159,AlphaWatch,71.79,60.76,28.98,0.787,5,358.93,158.93,40
160,AlphaWatch,85.22,59.16,68.64,0.713,4,340.9,180.9,40
161,AlphaWatch,84.29,62.45,21.32,1.109,3,252.88,132.88,40
162,AlphaWatch,81.02,55.78,21.08,0.96,5,405.09,205.09,40
163,AlphaWatch,75.67,99.81,71.59,1.132,4,302.68,142.68,40
164,AlphaWatch,76.95,53.98,8.14,0.974,1,76.95,36.95,40
165,AlphaWatch,94.9,60.95,15.78,1.203,3,284.71,164.71,40
166,AlphaWatch,82.36,52.35,21.98,1.014,3,247.09,127.09,40
167,AlphaWatch,80.28,56.27,16.38,1.07,2,160.56,80.56,40
168,AlphaWatch,57.02,60.68,38.89,1.465,7,399.14,119.14,40
169,AlphaWatch,91.41,67.46,131.92,1.253,2,182.81,102.81,40
170,AlphaWatch,77.02,97.56,26.36,0.851,1,77.02,37.02,40
171,AlphaWatch,84.27,74.55,7.09,0.657,0,0.0,0.0,40
172,AlphaWatch,67.62,77.74,59.7,0.504,1,67.62,27.62,40
173,AlphaWatch,100.39,70.65,15.66,1.473,1,100.39,60.39,40
174,AlphaWatch,94.98,88.27,31.39,0.572,2,189.96,109.96,40
175,AlphaWatch,99.39,72.3,43.13,0.965,3,298.18,178.18,40
176,AlphaWatch,82.52,62.71,33.52,0.771,2,165.04,85.04,40
177,AlphaWatch,95.22,91.1,120.42,0.606,2,190.45,110.45,40
178,AlphaWatch,82.81,86.9,14.38,1.48,5,414.07,214.07,40
179,AlphaWatch,70.26,77.22,65.64,0.608,1,70.26,30.26,40
180,AlphaWatch,89.22,93.63,44.32,0.502,4,356.89,196.89,40
181,AlphaWatch,50.8,50.27,21.78,1.127,3,152.39,32.39,40
182,AlphaWatch,82.73,78.23,16.37,1.238,1,82.73,42.73,40
183,AlphaWatch,70.87,68.44,18.96,0.809,6,425.2,185.2,40
184,AlphaWatch,72.73,63.52,44.14,0.755,5,363.67,163.67,40
185,AlphaWatch,80.8,59.59,99.91,0.936,7,565.57,285.57,40
186,AlphaWatch,85.35,76.92,38.99,1.15,2,170.71,90.71,40
187,AlphaWatch,56.39,67.78,50.57,0.644,4,225.55,65.55,40
188,AlphaWatch,97.83,80.1,17.76,1.259,1,97.83,57.83,40
189,AlphaWatch,75.27,67.73,14.54,1.287,3,225.8,105.8,40
190,AlphaWatch,64.12,53.68,48.5,0.834,3,192.35,72.35,40
191,AlphaWatch,68.93,84.42,17.34,1.228,1,68.93,28.93,40
192,AlphaWatch,55.74,56.38,70.27,1.048,3,167.21,47.21,40
193,AlphaWatch,83.11,89.02,55.77,1.287,7,581.77,301.77,40
194,AlphaWatch,93.86,70.2,11.8,0.804,1,93.86,53.86,40
195,AlphaWatch,64.49,82.03,40.86,0.935,7,451.44,171.44,40
196,AlphaWatch,60.23,61.4,73.96,1.428,2,120.47,40.47,40
197,AlphaWatch,84.22,74.47,34.35,0.502,2,168.44,88.44,40
198,AlphaWatch,86.09,63.66,28.75,1.328,2,172.18,92.18,40
199,AlphaWatch,76.46,62.99,5.9,1.486,7,535.23,255.23,40
200,AlphaWatch,74.13,55.41,68.98,1.121,3,222.39,102.39,40
201,AlphaWatch,82.19,62.79,103.17,0.578,4,328.78,168.78,40
202,AlphaWatch,80.58,73.88,6.59,1.39,3,241.75,121.75,40
203,AlphaWatch,99.53,86.64,37.61,0.581,4,398.14,238.14,40
204,AlphaWatch,96.8,87.16,6.61,0.85,2,193.6,113.6,40
205,AlphaWatch,64.55,80.68,7.31,0.752,4,258.19,98.19,40
206,AlphaWatch,98.03,77.86,30.5,0.56,7,686.23,406.23,40
207,AlphaWatch,66.8,81.88,17.21,1.056,7,467.59,187.59,40
208,AlphaWatch,64.34,72.71,30.51,1.389,3,193.02,73.02,40
209,AlphaWatch,66.85,83.49,39.88,1.179,8,534.79,214.79,40
210,AlphaWatch,84.08,72.22,37.59,0.764,7,588.58,308.58,40
211,AlphaWatch,77.62,84.01,47.56,1.031,4,310.48,150.48,40
212,AlphaWatch,87.73,70.0,52.77,0.79,3,263.2,143.2,40
213,AlphaWatch,64.92,56.4,7.41,1.016,5,324.61,124.61,40
214,AlphaWatch,52.95,55.22,23.68,0.673,7,370.66,90.66,40
215,AlphaWatch,76.82,49.37,60.54,1.093,4,307.3,147.3,40
216,AlphaWatch,86.18,81.85,25.39,0.577,5,430.88,230.88,40
217,AlphaWatch,81.28,59.52,63.46,1.384,6,487.65,247.65,40
218,AlphaWatch,102.66,80.15,67.78,0.646,1,102.66,62.66,40
219,AlphaWatch,69.15,98.35,19.27,0.87,3,207.45,87.45,40
220,AlphaWatch,58.9,73.61,8.44,0.966,4,235.6,75.6,40
221,AlphaWatch,78.16,99.73,95.61,0.638,4,312.65,152.65,40
222,AlphaWatch,72.63,74.75,71.29,0.633,4,290.52,130.52,40
223,AlphaWatch,97.63,64.38,19.57,1.032,3,292.89,172.89,40
224,AlphaWatch,78.69,97.97,34.5,1.356,4,314.77,154.77,40
225,AlphaWatch,71.92,74.88,71.08,0.892,4,287.67,127.67,40
226,AlphaWatch,92.83,65.78,12.25,0.8,2,185.66,105.66,40
227,AlphaWatch,100.52,81.96,21.49,1.395,5,502.59,302.59,40
228,AlphaWatch,82.27,98.14,6.08,1.322,5,411.33,211.33,40
229,AlphaWatch,75.51,58.54,7.22,0.847,2,151.02,71.02,40
230,AlphaWatch,108.14,94.38,16.71,1.305,2,216.27,136.27,40
231,AlphaWatch,68.27,88.27,65.81,0.896,4,273.07,113.07,40
232,AlphaWatch,94.23,101.33,73.74,1.187,1,94.23,54.23,40
233,AlphaWatch,92.31,69.11,18.2,1.432,3,276.94,156.94,40
234,AlphaWatch,98.08,85.39,21.45,1.473,4,392.32,232.32,40
235,AlphaWatch,71.99,60.81,42.75,1.269,6,431.97,191.97,40
236,AlphaWatch,95.39,65.19,6.9,1.259,0,0.0,0.0,40
237,AlphaWatch,85.31,65.79,24.66,0.75,2,170.62,90.62,40
238,AlphaWatch,69.25,79.49,5.26,0.695,4,276.99,116.99,40
239,AlphaWatch,86.32,54.31,4.01,0.564,1,86.32,46.32,40
240,AlphaWatch,67.46,68.92,44.35,0.631,2,134.91,54.91,40
241,AlphaWatch,104.92,89.3,34.73,0.563,6,629.54,389.54,40
242,AlphaWatch,93.76,64.02,17.28,0.573,1,93.76,53.76,40
243,AlphaWatch,100.25,95.64,47.41,1.123,5,501.26,301.26,40
244,AlphaWatch,94.46,73.28,59.73,0.545,3,283.39,163.39,40
245,AlphaWatch,79.07,76.47,14.43,1.371,5,395.34,195.34,40
246,AlphaWatch,105.46,94.42,28.74,1.097,6,632.75,392.75,40
247,AlphaWatch,94.22,84.31,32.49,1.051,1,94.22,54.22,40
248,AlphaWatch,103.35,73.92,82.94,0.515,8,826.76,506.76,40
249,AlphaWatch,94.42,94.5,38.02,0.648,2,188.83,108.83,40
250,AlphaWatch,60.53,53.33,28.93,1.017,4,242.11,82.11,40
251,AlphaWatch,95.24,73.43,30.02,0.553,3,285.72,165.72,40
252,AlphaWatch,78.24,92.63,15.76,1.416,1,78.24,38.24,40
253,AlphaWatch,85.79,56.19,8.15,0.823,0,0.0,0.0,40
254,AlphaWatch,65.48,57.55,56.26,0.73,4,261.9,101.9,40
255,AlphaWatch,95.6,73.93,10.62,1.481,4,382.42,222.42,40
256,AlphaWatch,61.9,68.56,59.34,0.997,6,371.4,131.4,40
257,AlphaWatch,59.16,61.04,14.8,0.938,6,354.95,114.95,40
258,AlphaWatch,93.58,65.18,4.96,0.926,1,93.58,53.58,40
259,AlphaWatch,87.92,75.9,10.36,0.72,2,175.84,95.84,40
260,AlphaWatch,81.52,80.75,2.33,0.501,1,81.52,41.52,40
261,AlphaWatch,71.74,85.71,40.59,1.482,5,358.69,158.69,40
262,AlphaWatch,67.01,72.62,40.15,1.188,5,335.05,135.05,40
263,AlphaWatch,70.58,67.4,33.72,0.526,5,352.88,152.88,40
264,AlphaWatch,66.93,69.77,18.35,1.3,3,200.79,80.79,40
265,AlphaWatch,78.19,60.07,14.22,0.649,4,312.75,152.75,40
266,AlphaWatch,72.49,52.86,18.3,1.148,3,217.47,97.47,40
267,AlphaWatch,71.98,79.94,56.29,1.248,6,431.9,191.9,40
268,AlphaWatch,84.05,92.43,29.16,0.571,6,504.33,264.33,40
269,AlphaWatch,70.92,85.56,43.76,0.916,4,283.7,123.7,40
270,AlphaWatch,72.87,81.63,15.8,0.506,4,291.48,131.48,40
271,AlphaWatch,75.14,55.54,14.68,1.438,10,751.38,351.38,40
272,AlphaWatch,87.98,106.25,6.92,0.76,4,351.9,191.9,40
273,AlphaWatch,74.26,64.07,45.21,1.44,1,74.26,34.26,40
274,AlphaWatch,91.97,59.23,25.47,0.798,4,367.88,207.88,40
275,AlphaWatch,102.15,84.25,23.28,1.108,2,204.31,124.31,40
276,AlphaWatch,80.22,65.44,89.44,1.363,4,320.87,160.87,40
277,AlphaWatch,83.9,78.44,26.57,1.168,9,755.1,395.1,40
278,AlphaWatch,99.09,77.84,24.27,1.207,3,297.27,177.27,40
279,AlphaWatch,69.66,62.72,15.55,0.606,4,278.64,118.64,40
280,AlphaWatch,92.42,106.29,54.42,1.028,1,92.42,52.42,40
281,AlphaWatch,88.51,93.09,4.57,1.148,1,88.51,48.51,40
282,AlphaWatch,63.17,80.51,23.89,0.826,8,505.38,185.38,40
283,AlphaWatch,74.95,65.16,22.49,1.338,5,374.74,174.74,40
284,AlphaWatch,58.61,60.91,27.51,1.471,3,175.82,55.82,40
285,AlphaWatch,71.43,83.12,17.99,1.069,4,285.72,125.72,40
286,AlphaWatch,69.59,72.94,11.99,1.147,8,556.7,236.7,40
287,AlphaWatch,70.27,59.9,16.56,0.806,2,140.53,60.53,40
288,AlphaWatch,71.88,87.17,48.68,0.947,5,359.39,159.39,40
289,AlphaWatch,102.24,81.22,12.61,0.535,4,408.97,248.97,40
290,AlphaWatch,90.14,71.21,17.67,0.709,2,180.29,100.29,40
291,AlphaWatch,96.55,95.53,22.75,1.277,5,482.73,282.73,40
292,AlphaWatch,91.97,72.69,16.13,1.12,0,0.0,0.0,40
293,AlphaWatch,53.42,56.32,36.59,0.982,4,213.67,53.67,40
294,AlphaWatch,100.5,95.48,21.8,1.449,0,0.0,0.0,40
295,AlphaWatch,59.06,55.83,5.19,1.358,1,59.06,19.06,40
296,AlphaWatch,90.43,69.05,31.49,1.302,7,633.0,353.0,40
297,AlphaWatch,83.55,65.07,9.88,0.909,3,250.66,130.66,40
298,AlphaWatch,70.78,69.16,33.61,0.691,3,212.34,92.34,40
299,AlphaWatch,79.2,81.19,16.92,0.804,4,316.8,156.8,40
300,AlphaWatch,91.91,91.8,12.82,0.646,5,459.55,259.55,40
301,AlphaWatch,77.5,53.69,58.56,0.58,4,309.99,149.99,40
302,AlphaWatch,97.94,81.1,46.99,1.321,9,881.47,521.47,40
303,AlphaWatch,86.96,65.09,33.8,1.184,3,260.87,140.87,40
304,AlphaWatch,65.74,50.46,41.04,0.68,3,197.23,77.23,40
305,AlphaWatch,81.26,92.17,36.99,0.573,2,162.52,82.52,40
306,AlphaWatch,92.77,59.1,3.9,0.857,2,185.54,105.54,40
307,AlphaWatch,96.25,59.99,47.1,0.833,4,384.99,224.99,40
308,AlphaWatch,79.21,78.02,16.95,1.421,5,396.07,196.07,40
309,AlphaWatch,64.37,69.08,19.0,0.881,8,514.99,194.99,40
310,AlphaWatch,101.32,104.75,10.95,1.127,4,405.29,245.29,40
311,AlphaWatch,72.27,102.86,20.82,0.733,4,289.1,129.1,40
312,AlphaWatch,75.08,90.91,28.79,1.011,5,375.38,175.38,40
313,AlphaWatch,91.84,77.03,16.21,0.966,5,459.19,259.19,40
314,AlphaWatch,88.63,92.33,69.54,0.96,6,531.76,291.76,40
315,AlphaWatch,105.88,87.18,36.72,1.413,6,635.31,395.31,40
316,AlphaWatch,98.83,77.12,60.59,0.515,5,494.15,294.15,40
317,AlphaWatch,79.49,85.92,46.1,1.493,3,238.46,118.46,40
318,AlphaWatch,79.17,71.15,29.29,0.867,5,395.85,195.85,40
319,AlphaWatch,58.45,57.4,3.86,1.114,5,292.25,92.25,40
320,AlphaWatch,89.28,74.35,41.88,0.969,2,178.57,98.57,40
321,AlphaWatch,96.56,100.81,21.15,0.82,5,482.82,282.82,40
322,AlphaWatch,102.37,104.47,24.57,1.357,5,511.85,311.85,40
323,AlphaWatch,70.82,58.41,29.24,1.198,7,495.71,215.71,40
324,AlphaWatch,86.78,66.72,38.78,0.797,4,347.13,187.13,40
325,AlphaWatch,90.82,74.98,30.97,0.806,2,181.64,101.64,40
326,AlphaWatch,67.91,71.88,21.18,0.682,5,339.56,139.56,40
327,AlphaWatch,61.57,62.49,23.39,1.384,5,307.84,107.84,40
328,AlphaWatch,68.12,81.44,50.33,0.938,10,681.25,281.25,40
329,AlphaWatch,90.05,69.85,7.44,1.396,2,180.11,100.11,40
330,AlphaWatch,92.34,57.23,14.02,1.393,0,0.0,0.0,40
331,AlphaWatch,80.98,93.78,31.7,1.218,2,161.96,81.96,40
332,AlphaWatch,98.37,88.98,72.14,0.587,2,196.74,116.74,40
333,AlphaWatch,57.16,58.23,51.91,0.935,7,400.09,120.09,40
334,AlphaWatch,56.86,49.0,26.36,0.754,8,454.88,134.88,40
335,AlphaWatch,88.44,76.51,61.18,1.116,9,795.97,435.97,40
336,AlphaWatch,68.0,59.67,37.73,0.737,7,476.02,196.02,40
337,AlphaWatch,83.47,78.08,25.77,0.94,3,250.41,130.41,40
338,AlphaWatch,87.52,61.54,46.75,1.332,3,262.57,142.57,40
339,AlphaWatch,79.42,52.55,22.1,0.888,2,158.84,78.84,40
340,AlphaWatch,64.41,73.77,42.22,1.152,5,322.06,122.06,40
341,AlphaWatch,87.39,47.53,20.33,1.001,3,262.18,142.18,40
342,AlphaWatch,75.69,95.73,24.29,1.396,2,151.38,71.38,40
343,AlphaWatch,101.49,72.64,9.93,1.46,1,101.49,61.49,40
344,AlphaWatch,95.03,85.1,31.98,0.523,3,285.1,165.1,40
345,AlphaWatch,88.66,86.6,10.94,0.606,3,265.99,145.99,40
346,AlphaWatch,68.67,74.25,6.84,0.514,0,0.0,0.0,40
347,AlphaWatch,65.12,83.75,8.68,1.123,2,130.24,50.24,40
348,AlphaWatch,82.4,98.49,31.52,0.691,9,741.58,381.58,40
349,AlphaWatch,76.88,93.56,75.17,0.782,6,461.25,221.25,40
350,AlphaWatch,81.12,57.68,46.04,1.12,4,324.47,164.47,40
351,AlphaWatch,77.72,47.46,14.3,1.417,6,466.33,226.33,40
352,AlphaWatch,67.73,83.35,81.17,0.612,3,203.2,83.2,40
353,AlphaWatch,100.09,89.09,11.65,0.516,2,200.18,120.18,40
354,AlphaWatch,82.59,92.29,14.4,1.314,5,412.97,212.97,40
355,AlphaWatch,101.51,87.63,27.38,0.794,3,304.53,184.53,40
356,AlphaWatch,74.64,58.96,7.49,1.003,2,149.28,69.28,40
357,AlphaWatch,68.82,51.11,34.77,1.104,7,481.72,201.72,40
358,AlphaWatch,91.86,88.7,42.48,1.451,5,459.32,259.32,40
359,AlphaWatch,62.3,54.45,20.38,0.531,1,62.3,22.3,40
360,AlphaWatch,86.98,54.33,66.38,0.816,5,434.88,234.88,40
361,AlphaWatch,60.4,50.48,6.23,0.677,5,302.01,102.01,40
362,AlphaWatch,91.59,105.44,13.7,1.15,3,274.77,154.77,40
363,AlphaWatch,71.7,102.79,11.33,1.407,6,430.18,190.18,40
364,AlphaWatch,55.69,52.99,54.75,0.695,6,334.14,94.14,40
0,BetaBuds,79.21,41.39,60.08,1.272,3,237.64,162.64,25
